POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
462-05131,462-05130,1,Black,MS,N,N,SFMTA,ON,0,513,HAIGHT ST,6608000,MC3, ,"(37.77199, -122.43088)"
462-18050,-,0,Black,SS,N,N,SFMTA,ON,0,1805,HAIGHT ST,6624000,MC3, ,"(37.7693, -122.45202)"
650-08230,-,0,Grey,SS,N,N,SFMTA,ON,0,823,SACRAMENTO ST,11230000,Area 2, ,"(37.79324, -122.40692)"
490-18160,-,0,Grey,SS,N,N,SFMTA,ON,0,1816,IRVING ST,7296000,Area 3, ,"(37.76361, -122.47789)"
400-04360,-,0,Grey,SS,N,N,SFMTA,ON,0,436,EDDY ST,5062000,Area 2, ,"(37.78363, -122.41547)"
401-03460,-,0,Yellow,SS,N,N,SFMTA,ON,0,346,ELLIS ST,5173000,Area 2, ,"(37.78495, -122.41264)"
363-02180,-,0,Green,SS,N,N,SFMTA,ON,0,218,COLUMBUS AVE,4290000,Area 2, ,"(37.79743, -122.40589)"
444-09030,-,0,Grey,SS,N,N,SFMTA,ON,0,903,GRANT AVE,6396000,Area 2, ,"(37.79534, -122.40656)"
664-16170,-,0,Grey,SS,N,N,SFMTA,ON,0,1617,STOCKTON ST,12214000,Area 3, ,"(37.80091, -122.40934)"
720-09280,-,0,Grey,SS,N,N,SFMTA,ON,0,928,WASHINGTON ST,13419000,Area 3, ,"(37.79486, -122.40914)"
562-03250,-,0,Red,SS,N,N,SFMTA,ON,0,325,MASON ST,8803000,Area 1, ,"(37.78686, -122.40988)"
118-04090,-,0,Grey,SS,N,N,SFMTA,ON,0,409,18TH AVE,830000,Area 3, ,"(37.78001, -122.47728)"
109-12450,-,0,Grey,SS,N,N,SFMTA,ON,0,1245,09TH AVE,431000,Area 3, ,"(37.7647, -122.46643)"
109-13480,-,0,Green,SS,N,N,SFMTA,ON,0,1348,09TH AVE,432000,Area 3, ,"(37.76285, -122.46615)"
365-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,CORTLAND AVE,4424000,Area 3, ,"(37.73908, -122.41733)"
650-34130,-,0,Grey,SS,N,N,SFMTA,ON,0,3413,SACRAMENTO ST,11266000,Area 3, ,"(37.78786, -122.44916)"
630-17040,-,0,Grey,SS,N,N,SFMTA,ON,0,1704,QUESADA AVE,10816201,Area 3, ,"(37.73349, -122.39151)"
440-27170,-,0,Grey,SS,N,N,SFMTA,ON,0,2717,GEARY BLVD,6047101,Area 3, ,"(37.78218, -122.44842)"
614-10150,-,0,Grey,SS,N,N,SFMTA,ON,0,1015,POST ST,10639000,Area 3, ,"(37.7869, -122.41884)"
836-00330,836-00003,33,Grey,MS,Y,N,PORT,ON,0,33,FRANCISCO ST,5754000,Port 4, ,"(37.80549, -122.40654)"
840-22130,-,0,Grey,SS,Y,N,PORT,ON,0,2213,GRANT AVE,6418000,Port 2, ,"(37.80765, -122.40904)"
568-17441,568-17440,1,Black,MS,Y,N,SFMTA,ON,0,1744,MISSION ST,9113000,MC3, ,"(37.76876, -122.42012)"
575-04320,-,0,Grey,SS,N,N,SFMTA,ON,0,432,MAPLE ST,8682000,Area 3, ,"(37.78665, -122.45523)"
470-12430,-,0,Grey,SS,N,N,SFMTA,ON,0,1243,HOWARD ST,7051000,Area 2, ,"(37.77537, -122.41254)"
502-04120,-,0,Grey,SS,N,N,SFMTA,ON,0,412,JONES ST,7567000,Area 2, ,"(37.78524, -122.41278)"
422-06340,-,0,Grey,SS,N,N,SFMTA,ON,0,634,FRONT ST,5872000,Area 2, ,"(37.79765, -122.39957)"
568-10780,-,0,Grey,SS,N,N,SFMTA,ON,0,1078,MISSION ST,9100000,Area 2, ,"(37.77962, -122.41055)"
563-01060,-,0,Yellow,SS,N,N,SFMTA,ON,0,106,MCALLISTER ST,8890000,Area 2, ,"(37.78096, -122.41394)"
462-14300,-,0,Grey,SS,N,N,SFMTA,ON,0,1430,HAIGHT ST,6618000,Area 3, ,"(37.77015, -122.44631)"
571-08010,-,0,Grey,SS,N,N,SFMTA,ON,0,801,MONTGOMERY ST,9307000,Area 2, ,"(37.79649, -122.40357)"
440-04060,-,0,Red,SS,N,N,SFMTA,ON,0,406,GEARY ST,6111000,Area 1, ,"(37.78717, -122.41022)"
591-25190,-,0,Grey,SS,N,N,SFMTA,ON,0,2519,OCEAN AVE,9847000,Area 3, ,"(37.73134, -122.47268)"
209-01630,-,0,Grey,SS,N,N,SFMTA,ON,0,163,09TH ST,450000,Area 2, ,"(37.77518, -122.41324)"
502-07020,-,0,Grey,SS,N,N,SFMTA,ON,0,702,JONES ST,7573000,Area 2, ,"(37.78781, -122.41331)"
701-18280,-,0,Grey,SS,N,N,SFMTA,ON,0,1828,VAN NESS AVE,13160201,Area 3, ,"(37.79297, -122.42269)"
563-01380,-,0,Grey,SS,N,N,SFMTA,ON,0,138,MCALLISTER ST,8890000,Area 2, ,"(37.78083, -122.41496)"
720-17480,-,0,Yellow,SS,N,N,SFMTA,ON,0,1748,WASHINGTON ST,13432000,Area 3, ,"(37.79318, -122.42233)"
705-14370,-,0,Grey,SS,N,N,SFMTA,ON,0,1437,VALLEJO ST,13107000,Area 3, ,"(37.7969, -122.42149)"
614-06020,-,0,Red,SS,N,N,SFMTA,ON,0,602,POST ST,10631000,Area 2, ,"(37.78791, -122.41192)"
600-15040,-,0,Grey,SS,N,N,SFMTA,ON,0,1504,PACIFIC AVE,10146000,Area 3, ,"(37.79526, -122.42015)"
569-19070,-,0,Grey,SS,N,N,SFMTA,ON,0,1907,MARKET ST,8761101,Area 3, ,"(37.77043, -122.425)"
470-13270,-,0,Grey,SS,N,N,SFMTA,ON,0,1327,HOWARD ST,7054000,Area 2, ,"(37.77437, -122.41381)"
208-00600,-,0,Grey,SS,N,N,SFMTA,ON,0,60,08TH ST,405000,Area 2, ,"(37.77754, -122.41341)"
700-02010,-,0,Yellow,SS,N,N,SFMTA,ON,0,201,VALENCIA ST,13054000,Area 3, ,"(37.76975, -122.42224)"
568-09540,-,0,Grey,SS,N,N,SFMTA,ON,0,954,MISSION ST,9099000,Area 2, ,"(37.78185, -122.40772)"
568-33320,-,0,Grey,SS,N,N,SFMTA,ON,0,3332,MISSION ST,9134000,Area 3, ,"(37.74328, -122.42149)"
568-38130,-,0,Grey,SS,N,N,SFMTA,ON,0,3813,MISSION ST,9146000,Area 3, ,"(37.73558, -122.42451)"
401-09400,-,0,Grey,SS,N,N,SFMTA,ON,0,940,ELLIS ST,5180000,Area 3, ,"(37.78371, -122.42244)"
667-01500,-,0,Grey,SS,N,N,SFMTA,ON,0,150,SOUTH VAN NESS AVE,12017201,Area 3, ,"(37.77128, -122.41823)"
593-06320,-,0,Grey,SS,N,N,SFMTA,ON,0,632,OFARRELL ST,9732000,Area 3, ,"(37.7855, -122.41575)"
304-02300,-,0,Grey,SS,N,N,SFMTA,ON,0,230,AUSTIN ST,5792000,Area 3, ,"(37.78883, -122.42326)"
568-30190,-,0,Grey,SS,N,N,SFMTA,ON,0,3019,MISSION ST,9128000,Area 3, ,"(37.74842, -122.41798)"
568-15410,-,0,Grey,SS,N,N,SFMTA,ON,0,1541,MISSION ST,9109102,Area 2, ,"(37.77335, -122.41808)"
666-24120,-,0,Black,SS,N,N,SFMTA,ON,0,2412,SUTTER ST,12343000,MC3, ,"(37.78524, -122.44038)"
612-14330,-,0,Yellow,SS,N,N,SFMTA,ON,0,1433,POLK ST,10569000,Area 3, ,"(37.79031, -122.42071)"
680-04040,-,0,Grey,SS,N,N,SFMTA,ON,0,404,TARAVAL ST,12390000,Area 3, ,"(37.74336, -122.4705)"
462-05380,-,0,Yellow,SS,N,N,SFMTA,ON,0,538,HAIGHT ST,6608000,Area 3, ,"(37.77199, -122.43189)"
360-23030,-,0,Grey,SS,N,N,SFMTA,ON,0,2303,CLEMENT ST,4174000,Area 3, ,"(37.78199, -122.48399)"
911-00070,-,0,Grey,SS,N,N,SFMTA,OFF,911,1325,08TH AVE,396000,Area 3, ,"(37.76357, -122.4656)"
907-00090,-,0,Grey,SS,N,N,SFMTA,OFF,907,20,NORTON ST,9714000,Area 3, ,"(37.72537, -122.43505)"
226-34170,-,0,Grey,SS,N,N,SFMTA,ON,0,3417,26TH ST,1527000,Area 3, ,"(37.74895, -122.41894)"
226-34520,-,0,Grey,SS,N,N,SFMTA,ON,0,3452,26TH ST,1529000,Area 3, ,"(37.74896, -122.42018)"
614-11020,-,0,Grey,SS,N,N,SFMTA,ON,0,1102,POST ST,10640000,Area 3, ,"(37.78686, -122.42006)"
327-06460,-,0,Yellow,SS,N,N,SFMTA,ON,0,646,BROADWAY,3154000,Area 3, ,"(37.79773, -122.40846)"
229-00210,-,0,Grey,SS,N,N,SFMTA,ON,0,21,29TH ST,1628000,Area 3, ,"(37.74395, -122.42174)"
725-00230,-,0,Grey,SS,N,Y,SFMTA,ON,0,23,WEST PORTAL AVE,13577101,Area 3, ,"(37.74032, -122.46616)"
705-06260,-,0,Grey,SS,N,N,SFMTA,ON,0,626,VALLEJO ST,13094000,Area 3, ,"(37.79869, -122.40825)"
664-09140,-,0,Yellow,SS,N,N,SFMTA,ON,0,914,STOCKTON ST,12205000,Area 2, ,"(37.79448, -122.40791)"
470-11630,-,0,Grey,SS,N,N,SFMTA,ON,0,1163,HOWARD ST,7049000,Area 2, ,"(37.77679, -122.41074)"
568-11330,-,0,Grey,SS,N,N,SFMTA,ON,0,1133,MISSION ST,9101000,Area 2, ,"(37.77855, -122.41164)"
681-02160,-,0,Grey,SS,N,N,SFMTA,ON,0,216,TAYLOR ST,12428000,Area 1, ,"(37.78464, -122.41097)"
118-03770,-,0,Grey,SS,N,N,SFMTA,ON,0,377,18TH AVE,829000,Area 3, ,"(37.78112, -122.47735)"
818-01590,818-01001,59,Grey,MS,Y,Y,PORT,ON,0,159,BRANNAN ST,3071000,Port 10, ,"(37.78418, -122.38898)"
111-03020,-,0,Grey,SS,N,N,SFMTA,ON,0,302,11TH AVE,495000,Area 3, ,"(37.78258, -122.4697)"
830-03120,-,0,Grey,SS,Y,N,PORT,ON,0,312,THE EMBARCADERO,12554101,Port 5, ,"(37.79821, -122.397)"
650-36280,-,0,Grey,SS,N,N,SFMTA,ON,0,3628,SACRAMENTO ST,11268000,Area 3, ,"(37.7875, -122.45283)"
102-03980,-,0,Grey,SS,N,Y,SFMTA,ON,0,398,02ND AVE,122000,Area 3, ,"(37.78145, -122.45994)"
600-05290,-,0,Grey,SS,N,N,SFMTA,ON,0,529,PACIFIC AVE,10123000,Area 2, ,"(37.79711, -122.40486)"
920-00310,-,0,Grey,SS,N,N,SFMTA,OFF,920,993,POTRERO AVE,10667101,Area 3, ,"(37.75785, -122.40609)"
686-01250,-,0,Grey,SS,N,N,SFMTA,ON,0,125,TURK ST,12717000,Area 2, ,"(37.78303, -122.41174)"
419-13190,-,0,Grey,SS,N,N,SFMTA,ON,0,1319,FRANKLIN ST,5820000,Area 3, ,"(37.787, -122.42342)"
440-55230,-,0,Grey,SS,N,N,SFMTA,ON,0,5523,GEARY BLVD,6076101,Area 3, ,"(37.78021, -122.47909)"
600-15340,-,0,Grey,SS,N,N,SFMTA,ON,0,1534,PACIFIC AVE,10146000,Area 3, ,"(37.79514, -122.42115)"
122-18060,-,0,Grey,SS,N,N,SFMTA,ON,0,1806,22ND AVE,1145000,Area 3, ,"(37.75385, -122.4796)"
591-26520,-,0,Grey,SS,N,N,SFMTA,ON,0,2652,OCEAN AVE,9849000,Area 3, ,"(37.73231, -122.47442)"
440-09230,-,0,Yellow,SS,N,N,SFMTA,ON,0,923,GEARY ST,6117000,Area 3, ,"(37.78592, -122.419)"
573-01310,-,0,Grey,SS,N,N,SFMTA,ON,0,131,ALICE B TOKLAS PL,9472000,Area 3, ,"(37.78527, -122.4207)"
502-04090,-,0,Grey,SS,N,N,SFMTA,ON,0,409,JONES ST,7567000,Area 2, ,"(37.78515, -122.41292)"
700-03200,-,0,Grey,SS,N,N,SFMTA,ON,0,320,VALENCIA ST,13057001,Area 3, ,"(37.76757, -122.42225)"
700-03520,-,0,Grey,SS,N,N,SFMTA,ON,0,352,VALENCIA ST,13057002,Area 3, ,"(37.76672, -122.42217)"
568-10280,-,0,Grey,SS,N,N,SFMTA,ON,0,1028,MISSION ST,9100000,Area 2, ,"(37.78042, -122.40952)"
705-02190,-,0,Grey,SS,N,N,SFMTA,ON,0,219,VALLEJO ST,13083000,Area 3, ,"(37.79938, -122.40192)"
569-23210,-,0,Grey,SS,N,N,SFMTA,ON,0,2321,MARKET ST,8767101,Area 3, ,"(37.76342, -122.43388)"
569-23310,-,0,Grey,SS,N,N,SFMTA,ON,0,2331,MARKET ST,8767101,Area 3, ,"(37.76322, -122.43413)"
109-13220,-,0,Grey,SS,N,N,SFMTA,ON,0,1322,09TH AVE,432000,Area 3, ,"(37.76344, -122.46619)"
442-02340,-,0,Grey,SS,N,N,SFMTA,ON,0,234,GOLDEN GATE AVE,6262000,Area 2, ,"(37.78179, -122.41494)"
562-00280,-,0,Red,SS,N,N,SFMTA,ON,0,28,MASON ST,8799000,Area 1, ,"(37.78418, -122.4092)"
568-32190,-,0,Grey,SS,N,N,SFMTA,ON,0,3219,MISSION ST,9133000,Area 3, ,"(37.74504, -122.42012)"
568-35080,-,0,Grey,SS,N,N,SFMTA,ON,0,3508,MISSION ST,9141000,Area 3, ,"(37.74039, -122.42336)"
593-04010,-,0,Red,SS,N,N,SFMTA,ON,0,401,OFARRELL ST,9727000,Area 2, ,"(37.78594, -122.41147)"
440-24330,-,0,Grey,SS,N,N,SFMTA,ON,0,2433,GEARY BLVD,6045101,Area 3, ,"(37.78259, -122.44404)"
209-00330,-,0,Grey,SS,N,N,SFMTA,ON,0,33,09TH ST,446000,Area 2, ,"(37.77693, -122.41544)"
725-00620,-,0,Green,SS,N,Y,SFMTA,ON,0,62,WEST PORTAL AVE,13577201,Area 3, ,"(37.73993, -122.46697)"
384-18190,-,0,Green,SS,N,N,SFMTA,ON,0,1819,DIVISADERO ST,4815101,Area 3, ,"(37.7867, -122.44027)"
401-06050,-,0,Grey,SS,N,N,SFMTA,ON,0,605,ELLIS ST,5177000,Area 3, ,"(37.78435, -122.41634)"
472-03160,-,0,Grey,SS,N,N,SFMTA,ON,0,316,HYDE ST,7117000,Area 3, ,"(37.78398, -122.41589)"
568-31750,-,0,Grey,SS,N,N,SFMTA,ON,0,3175,MISSION ST,9131000,Area 3, ,"(37.74599, -122.41951)"
568-31860,-,0,Grey,SS,N,N,SFMTA,ON,0,3186,MISSION ST,9131000,Area 3, ,"(37.74585, -122.41983)"
568-15460,-,0,Grey,SS,N,N,SFMTA,ON,0,1546,MISSION ST,9109201,Area 2, ,"(37.77342, -122.41839)"
562-00250,-,0,Red,SS,N,N,SFMTA,ON,0,25,MASON ST,8799000,Area 1, ,"(37.78407, -122.40932)"
360-10320,-,0,Grey,SS,N,N,SFMTA,ON,0,1032,CLEMENT ST,4160000,Area 3, ,"(37.78274, -122.47056)"
360-11330,-,0,Grey,SS,N,N,SFMTA,ON,0,1133,CLEMENT ST,4161000,Area 3, ,"(37.78254, -122.4716)"
614-09290,-,0,Grey,SS,N,N,SFMTA,ON,0,929,POST ST,10638000,Area 3, ,"(37.78706, -122.41758)"
462-18160,-,0,Grey,SS,N,N,SFMTA,ON,0,1816,HAIGHT ST,6624000,Area 3, ,"(37.7694, -122.45221)"
593-05340,-,0,Grey,SS,N,N,SFMTA,ON,0,534,OFARRELL ST,9729000,Area 3, ,"(37.7857, -122.41416)"
336-15010,-,0,Grey,SS,N,N,SFMTA,ON,0,1501,BUSH ST,3445000,Area 3, ,"(37.78839, -122.42219)"
224-38640,-,0,Grey,SS,Y,N,SFMTA,ON,0,3864,24TH ST,1360000,Area 3, ,"(37.75165, -122.42913)"
214-02210,-,0,Grey,SS,N,N,SFMTA,ON,0,221,14TH ST,583000,Area 3, ,"(37.7683, -122.4187)"
650-32140,-,0,Grey,SS,N,N,SFMTA,ON,0,3214,SACRAMENTO ST,11264000,Area 3, ,"(37.78834, -122.4462)"
691-18310,-,0,Red,SS,N,Y,SFMTA,ON,0,1831,UNION ST,12867000,Area 3, ,"(37.79774, -122.4299)"
691-19350,-,0,Grey,SS,N,Y,SFMTA,ON,0,1935,UNION ST,12869000,Area 3, ,"(37.79751, -122.43169)"
650-33120,-,0,Green,SS,N,N,SFMTA,ON,0,3312,SACRAMENTO ST,11265000,Area 3, ,"(37.78817, -122.44756)"
444-09130,-,0,Yellow,SS,N,N,SFMTA,ON,0,913,GRANT AVE,6396000,Area 2, ,"(37.79557, -122.4066)"
614-07300,-,0,Yellow,SS,N,N,SFMTA,ON,0,730,POST ST,10635000,Area 3, ,"(37.7876, -122.41435)"
691-16270,-,0,Grey,SS,N,N,SFMTA,ON,0,1627,UNION ST,12865000,Area 3, ,"(37.79816, -122.42656)"
444-13260,-,0,Grey,SS,N,N,SFMTA,ON,0,1326,GRANT AVE,6403000,Area 3, ,"(37.7995, -122.4073)"
720-08210,-,0,Yellow,SS,N,N,SFMTA,ON,0,821,WASHINGTON ST,13415000,Area 2, ,"(37.79502, -122.40715)"
701-10260,-,0,Grey,SS,N,N,SFMTA,ON,0,1026,VAN NESS AVE,13152202,Area 3, ,"(37.78551, -122.42118)"
213-01530,-,0,Grey,SS,N,N,SFMTA,ON,0,153,13TH ST,550101,Area 3, ,"(37.76963, -122.41752)"
357-06920,-,0,Yellow,SS,N,N,SFMTA,ON,0,692,CHENERY ST,3926000,Area 3, ,"(37.73455, -122.43362)"
830-02210,-,0,Yellow,SS,Y,Y,PORT,ON,0,221,THE EMBARCADERO,12554201,Port 5, ,"(37.79737, -122.39569)"
121-23660,-,0,Grey,SS,N,N,SFMTA,ON,0,2366,21ST AVE,1090000,Area 3, ,"(37.74324, -122.47779)"
122-24030,-,0,Grey,SS,N,N,SFMTA,ON,0,2403,22ND AVE,1151000,Area 3, ,"(37.74268, -122.479)"
700-15120,-,0,Grey,SS,Y,N,SFMTA,ON,0,1512,VALENCIA ST,13075000,Area 3, ,"(37.74854, -122.42043)"
470-10870,-,0,Grey,SS,N,N,SFMTA,ON,0,1087,HOWARD ST,7046000,Area 2, ,"(37.77807, -122.40913)"
502-03160,-,0,Grey,SS,N,N,SFMTA,ON,0,316,JONES ST,7566000,Area 2, ,"(37.78442, -122.41261)"
546-00780,-,0,Yellow,SS,N,N,SFMTA,ON,0,78,LEAVENWORTH ST,8238000,Area 2, ,"(37.78173, -122.41376)"
701-18070,-,0,Grey,SS,N,N,SFMTA,ON,0,1807,VAN NESS AVE,13160101,Area 3, ,"(37.79244, -122.42291)"
440-50220,-,0,Grey,SS,N,N,SFMTA,ON,0,5022,GEARY BLVD,6071201,Area 3, ,"(37.78073, -122.47367)"
612-17140,-,0,Yellow,SS,N,N,SFMTA,ON,0,1714,POLK ST,10572000,Area 3, ,"(37.79277, -122.42105)"
654-05280,-,0,Grey,SS,N,N,SFMTA,ON,0,528,SHRADER ST,11855000,Area 3, ,"(37.76961, -122.45185)"
419-13050,-,0,Grey,SS,N,N,SFMTA,ON,0,1305,FRANKLIN ST,5819000,Area 3, ,"(37.78662, -122.42335)"
611-03920,-,0,Red,SS,N,N,SFMTA,ON,0,392,PARNASSUS AVE,10293000,Area 3, ,"(37.76364, -122.45755)"
583-02560,-,0,Grey,SS,N,N,SFMTA,ON,0,256,NOE ST,9611000,Area 3, ,"(37.76482, -122.43323)"
614-13340,-,0,Grey,SS,N,N,SFMTA,ON,0,1334,POST ST,10642000,Area 3, ,"(37.78631, -122.4245)"
614-08370,-,0,Yellow,SS,N,N,SFMTA,ON,0,837,POST ST,10636000,Area 3, ,"(37.78724, -122.41618)"
591-23230,-,0,Grey,SS,N,N,SFMTA,ON,0,2323,OCEAN AVE,9843101,Area 3, ,"(37.72963, -122.46884)"
591-25330,-,0,Grey,SS,N,N,SFMTA,ON,0,2533,OCEAN AVE,9847000,Area 3, ,"(37.73143, -122.47289)"
615-02260,-,0,Grey,SS,N,N,SFMTA,ON,0,226,POTRERO AVE,10660000,Area 3, ,"(37.76634, -122.40774)"
591-26250,-,0,Grey,SS,N,N,SFMTA,ON,0,2625,OCEAN AVE,9848000,Area 3, ,"(37.73181, -122.47372)"
706-00030,-,0,Green,SS,N,N,SFMTA,ON,0,3,VARELA AVE,13177000,Area 3, ,"(37.72065, -122.47602)"
462-15150,-,0,Grey,SS,N,N,SFMTA,ON,0,1515,HAIGHT ST,6619000,Area 3, ,"(37.76988, -122.44747)"
720-17500,-,0,Grey,SS,N,N,SFMTA,ON,0,1750,WASHINGTON ST,13432000,Area 3, ,"(37.79317, -122.4224)"
380-05150,-,0,Grey,SS,N,N,SFMTA,ON,0,515,DAVIS ST,4609000,Area 2, ,"(37.79762, -122.39852)"
210-00620,-,0,Grey,SS,N,N,SFMTA,ON,0,62,10TH ST,483000,Area 2, ,"(37.77531, -122.41611)"
613-07310,-,0,Grey,SS,N,N,SFMTA,ON,0,731,PORTOLA DR,10616101,Area 3, ,"(37.74397, -122.45366)"
224-39040,-,0,Red,SS,Y,N,SFMTA,ON,0,3904,24TH ST,1361000,Area 3, ,"(37.7516, -122.42996)"
569-22310,-,0,Grey,SS,N,N,SFMTA,ON,0,2231,MARKET ST,8766101,Area 3, ,"(37.76509, -122.43177)"
336-13290,-,0,Grey,SS,N,N,SFMTA,ON,0,1329,BUSH ST,3443000,Area 3, ,"(37.7887, -122.41968)"
208-00230,-,0,Grey,SS,N,N,SFMTA,ON,0,23,08TH ST,405000,Area 2, ,"(37.77824, -122.414)"
470-13110,-,0,Grey,SS,N,N,SFMTA,ON,0,1311,HOWARD ST,7052000,Area 2, ,"(37.77466, -122.41345)"
818-01790,818-01003,79,Grey,MS,Y,Y,PORT,ON,0,179,BRANNAN ST,3071000,Port 10, ,"(37.78392, -122.3893)"
502-04170,-,0,Grey,SS,N,N,SFMTA,ON,0,417,JONES ST,7568000,Area 2, ,"(37.78534, -122.41296)"
562-00140,-,0,Grey,SS,N,N,SFMTA,ON,0,14,MASON ST,8799000,Area 1, ,"(37.78383, -122.40913)"
568-16530,-,0,Grey,SS,N,N,SFMTA,ON,0,1653,MISSION ST,9110000,Area 3, ,"(37.77129, -122.41944)"
442-00450,-,0,Grey,SS,N,N,SFMTA,ON,0,45,GOLDEN GATE AVE,6259000,Area 2, ,"(37.78205, -122.41187)"
441-09420,-,0,Grey,SS,N,N,SFMTA,ON,0,942,GENEVA AVE,6139201,Area 3, ,"(37.71593, -122.44027)"
441-09740,-,0,Grey,SS,N,N,SFMTA,ON,0,974,GENEVA AVE,6139201,Area 3, ,"(37.7157, -122.43977)"
411-12040,-,0,Green,SS,N,N,SFMTA,ON,0,1204,FELL ST,5451000,Area 3, ,"(37.77409, -122.43792)"
210-02120,-,0,Grey,SS,N,N,SFMTA,ON,0,212,10TH ST,487000,Area 2, ,"(37.77368, -122.41405)"
440-57170,-,0,Grey,SS,N,N,SFMTA,ON,0,5717,GEARY BLVD,6078101,Area 3, ,"(37.78012, -122.48107)"
411-12020,-,0,Green,SS,N,N,SFMTA,ON,0,1202,FELL ST,5451000,Area 3, ,"(37.7741, -122.43785)"
462-05340,-,0,Grey,SS,N,N,SFMTA,ON,0,534,HAIGHT ST,6608000,Area 3, ,"(37.772, -122.43174)"
360-11400,-,0,Grey,SS,N,N,SFMTA,ON,0,1140,CLEMENT ST,4161000,Area 3, ,"(37.78268, -122.47178)"
360-19110,-,0,Yellow,SS,N,N,SFMTA,ON,0,1911,CLEMENT ST,4170000,Area 3, ,"(37.78217, -122.47999)"
440-46030,-,0,Grey,SS,N,Y,SFMTA,ON,0,4603,GEARY BLVD,6066101,Area 3, ,"(37.78068, -122.46878)"
224-31230,-,0,Yellow,SS,N,N,SFMTA,ON,0,3123,24TH ST,1340000,Area 3, ,"(37.75239, -122.41492)"
224-31740,-,0,Grey,SS,N,N,SFMTA,ON,0,3174,24TH ST,1341000,Area 3, ,"(37.75243, -122.41602)"
490-18220,-,0,Grey,SS,N,N,SFMTA,ON,0,1822,IRVING ST,7296000,Area 3, ,"(37.7636, -122.47803)"
691-18180,-,0,Grey,SS,N,Y,SFMTA,ON,0,1818,UNION ST,12867000,Area 3, ,"(37.7979, -122.42961)"
490-18100,-,0,Yellow,SS,N,N,SFMTA,ON,0,1810,IRVING ST,7296000,Area 3, ,"(37.76362, -122.47765)"
490-20040,-,0,Grey,SS,N,N,SFMTA,ON,0,2004,IRVING ST,7298000,Area 3, ,"(37.76353, -122.47957)"
568-11450,-,0,Grey,SS,N,N,SFMTA,ON,0,1145,MISSION ST,9101000,Area 2, ,"(37.77832, -122.41193)"
470-09850,-,0,Green,SS,N,N,SFMTA,ON,0,985,HOWARD ST,7042000,Area 2, ,"(37.77991, -122.40679)"
502-00110,-,0,Grey,SS,N,N,SFMTA,ON,0,11,JONES ST,7563000,Area 2, ,"(37.78152, -122.41217)"
440-43220,-,0,Grey,SS,N,Y,SFMTA,ON,0,4322,GEARY BLVD,6063201,Area 3, ,"(37.78107, -122.46619)"
381-02020,-,0,Grey,SS,N,N,SFMTA,ON,0,202,DAY ST,4620000,Area 3, ,"(37.74293, -122.42681)"
413-06010,-,0,Grey,SS,N,N,SFMTA,ON,0,601,FILBERT ST,5503000,Area 3, ,"(37.8013, -122.4095)"
616-18030,-,0,Grey,SS,N,N,SFMTA,ON,0,1803,POWELL ST,10698000,Area 3, ,"(37.80129, -122.41112)"
444-13040,-,0,Grey,SS,N,N,SFMTA,ON,0,1304,GRANT AVE,6403000,Area 3, ,"(37.79899, -122.4072)"
725-02330,-,0,Grey,SS,N,Y,SFMTA,ON,0,233,WEST PORTAL AVE,13578101,Area 3, ,"(37.73827, -122.46853)"
664-08280,-,0,Green,SS,N,N,SFMTA,ON,0,828,STOCKTON ST,12204000,Area 2, ,"(37.79397, -122.40781)"
864-04520,864-04004,52,Grey,MS,Y,N,PORT,ON,0,452,SPEAR ST,12048000,Port 8, ,"(37.78817, -122.38872)"
382-00050,-,0,Grey,SS,N,N,SFMTA,ON,0,5,DESMOND ST,4720000,Area 3, ,"(37.71138, -122.40484)"
837-10210,837-10001,21,Grey,MS,Y,N,PORT,ON,0,1021,FRONT ST,5876000,Port 6, ,"(37.8009, -122.40039)"
490-21080,-,0,Grey,SS,N,N,SFMTA,ON,0,2108,IRVING ST,7299000,Area 3, ,"(37.76347, -122.48072)"
105-04040,-,0,Grey,SS,N,N,SFMTA,ON,0,404,05TH AVE,280000,Area 3, ,"(37.78081, -122.46313)"
568-17060,-,0,Grey,SS,Y,N,SFMTA,ON,0,1706,MISSION ST,9112201,Area 3, ,"(37.76974, -122.42021)"
421-00090,-,0,Grey,SS,N,N,SFMTA,ON,0,9,FRANCIS ST,5753000,Area 3, ,"(37.72671, -122.43373)"
419-13220,-,0,Grey,SS,N,N,SFMTA,ON,0,1322,FRANKLIN ST,5820000,Area 3, ,"(37.78709, -122.42326)"
604-00440,-,0,Grey,SS,N,N,SFMTA,ON,0,44,PERSIA AVE,10363000,Area 3, ,"(37.72286, -122.43553)"
490-07040,-,0,Grey,SS,N,N,SFMTA,ON,0,704,IRVING ST,7285000,Area 3, ,"(37.76415, -122.46555)"
132-18030,-,0,Green,SS,N,N,SFMTA,ON,0,1803,32ND AVE,1713000,Area 3, ,"(37.75337, -122.49045)"
612-17320,-,0,Black,SS,N,N,SFMTA,ON,0,1732,POLK ST,10572000,MC3, ,"(37.79301, -122.4211)"
569-22440,-,0,Grey,SS,N,N,SFMTA,ON,0,2244,MARKET ST,8766201,Area 3, ,"(37.76499, -122.43234)"
