POST_ID,MS_ID,MS_SPACEID,CAP_COLOR,METER_TYPE,SMART_METE,ACTIVESENS,JURISDICTI,ON_OFF_STR,OSP_ID,STREET_NUM,STREETNAME,STREET_SEG,RATEAREA,SFPARKAREA,LOCATION
443-05240,-,0,Grey,SS,Y,N,SFMTA,ON,0,524,GOUGH ST,6321000,Area 5,Civic Center,"(37.77854, -122.42323)"
563-05030,-,0,Grey,SS,Y,Y,SFMTA,ON,0,503,MCALLISTER ST,8895000,Area 5,Civic Center,"(37.78, -122.42057)"
446-03210,-,0,Grey,SS,N,N,SFMTA,ON,0,321,GROVE ST,6556000,Area 3,Civic Center,"(37.77786, -122.42226)"
443-01220,-,0,Grey,SS,N,N,SFMTA,ON,0,122,GOUGH ST,6314000,Area 3,Civic Center,"(37.77479, -122.42247)"
411-02250,-,0,Grey,SS,N,N,SFMTA,ON,0,225,FELL ST,5441000,Area 3,Civic Center,"(37.77598, -122.42201)"
464-03170,-,0,Grey,SS,Y,Y,SFMTA,ON,0,317,HAYES ST,6815000,Area 5,Civic Center,"(37.77694, -122.42207)"
400-09320,-,0,Grey,SS,N,N,SFMTA,ON,0,932,EDDY ST,5067000,Area 3,Civic Center,"(37.78256, -122.42383)"
686-08210,-,0,Grey,SS,N,N,SFMTA,ON,0,821,TURK ST,12725000,Area 3,Civic Center,"(37.78158, -122.42312)"
446-01270,446-01001,27,Grey,MS,Y,Y,SFMTA,ON,0,127,GROVE ST,6554000,Area 5,Civic Center,"(37.77826, -122.41927)"
563-03090,563-03001,9,Grey,MS,Y,Y,SFMTA,ON,0,309,MCALLISTER ST,8893000,Area 5,Civic Center,"(37.78032, -122.41735)"
411-01110,-,0,Grey,SS,N,N,SFMTA,ON,0,111,FELL ST,5440000,Area 2,Civic Center,"(37.77623, -122.42002)"
544-02320,-,0,Grey,SS,N,N,SFMTA,ON,0,232,LARCH ST,8118000,Area 2,Civic Center,"(37.78231, -122.42188)"
419-02260,-,0,Grey,SS,Y,Y,SFMTA,ON,0,226,FRANKLIN ST,5801000,Area 5,Civic Center,"(37.77691, -122.42121)"
612-03340,612-03004,34,Grey,MS,Y,Y,SFMTA,ON,0,334,POLK ST,10549000,Area 5,Civic Center,"(37.77987, -122.41838)"
701-04060,701-04002,6,Grey,MS,Y,Y,SFMTA,ON,0,406,VAN NESS AVE,13146201,Area 5,Civic Center,"(37.7794, -122.41995)"
563-02100,-,0,Grey,SS,N,N,SFMTA,ON,0,210,MCALLISTER ST,8891000,Area 2,Civic Center,"(37.78071, -122.41583)"
423-01700,-,0,Grey,SS,N,N,SFMTA,ON,0,170,FULTON ST,5881000,Area 2,Civic Center,"(37.77976, -122.41645)"
472-00340,-,0,Grey,SS,N,N,SFMTA,ON,0,34,HYDE ST,7113000,Area 2,Civic Center,"(37.78015, -122.41513)"
542-02140,-,0,Green,SS,Y,Y,SFMTA,ON,0,214,LARKIN ST,8122000,Area 5,Civic Center,"(37.78002, -122.41675)"
400-05110,-,0,Grey,SS,N,N,SFMTA,ON,0,511,EDDY ST,5063000,Area 2,Civic Center,"(37.7834, -122.41633)"
701-03180,701-03002,18,Grey,MS,Y,Y,SFMTA,ON,0,318,VAN NESS AVE,13146201,Area 5,Civic Center,"(37.77899, -122.41987)"
605-00130,-,0,Grey,SS,N,N,SFMTA,ON,0,13,PAGE ST,10169000,Area 3,Civic Center,"(37.77417, -122.4213)"
605-00420,-,0,Grey,SS,N,N,SFMTA,ON,0,42,PAGE ST,10169000,Area 3,Civic Center,"(37.77416, -122.42221)"
443-01200,-,0,Grey,SS,N,N,SFMTA,ON,0,120,GOUGH ST,6314000,Area 3,Civic Center,"(37.77473, -122.42246)"
686-06070,-,0,Grey,SS,N,N,SFMTA,ON,0,607,TURK ST,12723000,Area 2,Civic Center,"(37.78206, -122.41934)"
400-08160,-,0,Grey,SS,N,N,SFMTA,ON,0,816,EDDY ST,5066000,Area 2,Civic Center,"(37.78285, -122.42157)"
400-08170,-,0,Grey,SS,N,N,SFMTA,ON,0,817,EDDY ST,5066000,Area 2,Civic Center,"(37.78276, -122.42146)"
701-01090,701-01001,9,Grey,MS,Y,Y,SFMTA,ON,0,109,VAN NESS AVE,13144101,Area 5,Civic Center,"(37.77669, -122.41973)"
701-02170,701-02001,17,Grey,MS,Y,Y,SFMTA,ON,0,217,VAN NESS AVE,13145101,Area 5,Civic Center,"(37.77775, -122.41994)"
464-05210,-,0,Grey,SS,Y,Y,SFMTA,ON,0,521,HAYES ST,6817000,Area 5,Civic Center,"(37.77651, -122.42543)"
442-05220,-,0,Grey,SS,N,N,SFMTA,ON,0,522,GOLDEN GATE AVE,6265000,Area 2,Civic Center,"(37.78122, -122.41953)"
472-00730,-,0,Grey,SS,N,N,SFMTA,ON,0,73,HYDE ST,7114000,Area 2,Civic Center,"(37.78113, -122.41548)"
472-00820,-,0,Yellow,SS,N,N,SFMTA,ON,0,82,HYDE ST,7114000,Area 2,Civic Center,"(37.78121, -122.41534)"
472-02260,-,0,Yellow,SS,N,N,SFMTA,ON,0,226,HYDE ST,7116000,Area 2,Civic Center,"(37.78329, -122.41575)"
612-05210,-,0,Grey,SS,N,N,SFMTA,ON,0,521,POLK ST,10553000,Area 2,Civic Center,"(37.78183, -122.419)"
612-06120,-,0,Grey,SS,N,N,SFMTA,ON,0,612,POLK ST,10554000,Area 2,Civic Center,"(37.78257, -122.41898)"
640-01210,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,121,REDWOOD ST,10955000,Area 5,Civic Center,"(37.78065, -122.41948)"
686-05160,-,0,Grey,SS,N,N,SFMTA,ON,0,516,TURK ST,12722000,Area 2,Civic Center,"(37.78236, -122.41799)"
443-02110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,211,GOUGH ST,6315000,Area 5,Civic Center,"(37.77535, -122.42275)"
467-01210,-,0,Grey,SS,Y,Y,SFMTA,ON,0,121,HICKORY ST,6899000,Area 5,Civic Center,"(37.77555, -122.42193)"
590-00170,-,0,Green,SS,Y,Y,SFMTA,ON,0,17,OAK ST,9750000,Area 5,Civic Center,"(37.77528, -122.42)"
612-06290,-,0,Grey,SS,N,N,SFMTA,ON,0,629,POLK ST,10554000,Area 2,Civic Center,"(37.78293, -122.41923)"
640-01310,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,131,REDWOOD ST,10955000,Area 5,Civic Center,"(37.78061, -122.41976)"
411-02080,-,0,Grey,SS,N,N,SFMTA,ON,0,208,FELL ST,5441000,Area 3,Civic Center,"(37.77618, -122.42155)"
612-03140,612-03002,14,Black,MS,Y,N,SFMTA,ON,0,314,POLK ST,10549000,MC5,Civic Center,"(37.77952, -122.41831)"
411-03100,-,0,Grey,SS,N,N,SFMTA,ON,0,310,FELL ST,5442000,Area 3,Civic Center,"(37.77596, -122.42326)"
411-03270,-,0,Grey,SS,N,N,SFMTA,ON,0,327,FELL ST,5442000,Area 3,Civic Center,"(37.77575, -122.42384)"
411-03050,-,0,Grey,SS,N,N,SFMTA,ON,0,305,FELL ST,5442000,Area 3,Civic Center,"(37.77584, -122.42308)"
443-09050,443-09001,5,Grey,MS,Y,N,SFMTA,ON,0,905,GOUGH ST,6327000,Area 5,Civic Center,"(37.78175, -122.42405)"
443-08270,443-08003,27,Grey,MS,Y,N,SFMTA,ON,0,827,GOUGH ST,6326000,Area 5,Civic Center,"(37.78138, -122.42397)"
443-08250,443-08003,25,Grey,MS,Y,N,SFMTA,ON,0,825,GOUGH ST,6326000,Area 5,Civic Center,"(37.78133, -122.42396)"
400-09080,-,0,Grey,SS,N,N,SFMTA,ON,0,908,EDDY ST,5067000,Area 3,Civic Center,"(37.78268, -122.42295)"
442-05110,-,0,Grey,SS,N,N,SFMTA,ON,0,511,GOLDEN GATE AVE,6265000,Area 2,Civic Center,"(37.78114, -122.41907)"
472-00790,-,0,Grey,SS,N,N,SFMTA,ON,0,79,HYDE ST,7114000,Area 2,Civic Center,"(37.78125, -122.4155)"
472-00870,-,0,Grey,SS,N,N,SFMTA,ON,0,87,HYDE ST,7114000,Area 2,Civic Center,"(37.78142, -122.41554)"
472-01300,-,0,Grey,SS,N,N,SFMTA,ON,0,130,HYDE ST,7115000,Area 2,Civic Center,"(37.78242, -122.41558)"
542-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,LARKIN ST,8123000,Area 2,Civic Center,"(37.78076, -122.41693)"
686-05140,-,0,Grey,SS,N,N,SFMTA,ON,0,514,TURK ST,12722000,Area 2,Civic Center,"(37.78237, -122.41792)"
443-05260,-,0,Grey,SS,Y,N,SFMTA,ON,0,526,GOUGH ST,6321000,Area 5,Civic Center,"(37.77859, -122.42324)"
443-01180,-,0,Grey,SS,N,N,SFMTA,ON,0,118,GOUGH ST,6314000,Area 3,Civic Center,"(37.77467, -122.42245)"
443-00670,-,0,Grey,SS,N,N,SFMTA,ON,0,67,GOUGH ST,6311000,Area 3,Civic Center,"(37.77341, -122.42236)"
547-00400,-,0,Grey,SS,Y,Y,SFMTA,ON,0,40,LECH WALESA ST,8277000,Area 5,Civic Center,"(37.77784, -122.41949)"
411-00240,-,0,Grey,SS,N,N,SFMTA,ON,0,24,FELL ST,5439000,Area 2,Civic Center,"(37.77654, -122.41867)"
701-06030,-,0,Grey,SS,N,N,SFMTA,ON,0,603,VAN NESS AVE,13148101,Area 2,Civic Center,"(37.78112, -122.42062)"
464-05080,-,0,Grey,SS,Y,Y,SFMTA,ON,0,508,HAYES ST,6817000,Area 5,Civic Center,"(37.77668, -122.42505)"
443-02290,-,0,Grey,SS,Y,Y,SFMTA,ON,0,229,GOUGH ST,6316000,Area 5,Civic Center,"(37.77578, -122.42284)"
467-01110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,111,HICKORY ST,6899000,Area 5,Civic Center,"(37.7756, -122.42157)"
590-00310,-,0,Grey,SS,Y,Y,SFMTA,ON,0,31,OAK ST,9750000,Area 5,Civic Center,"(37.77523, -122.42045)"
442-07230,-,0,Grey,SS,Y,Y,SFMTA,ON,0,723,GOLDEN GATE AVE,6267000,Area 5,Civic Center,"(37.78065, -122.42293)"
686-04230,-,0,Grey,SS,N,N,SFMTA,ON,0,423,TURK ST,12720000,Area 2,Civic Center,"(37.78241, -122.41655)"
701-01050,701-01001,5,Grey,MS,Y,Y,SFMTA,ON,0,105,VAN NESS AVE,13144101,Area 5,Civic Center,"(37.77658, -122.41971)"
443-03160,-,0,Grey,SS,Y,Y,SFMTA,ON,0,316,GOUGH ST,6317000,Area 5,Civic Center,"(37.77633, -122.42278)"
419-07220,-,0,Grey,SS,N,N,SFMTA,ON,0,722,FRANKLIN ST,5809000,Area 2,Civic Center,"(37.78146, -122.42213)"
419-08110,-,0,Grey,SS,N,N,SFMTA,ON,0,811,FRANKLIN ST,5810000,Area 2,Civic Center,"(37.78212, -122.42244)"
446-03230,-,0,Grey,SS,N,N,SFMTA,ON,0,323,GROVE ST,6556000,Area 3,Civic Center,"(37.77785, -122.42233)"
442-06350,-,0,Grey,SS,Y,Y,SFMTA,ON,0,635,GOLDEN GATE AVE,6266000,Area 5,Civic Center,"(37.7808, -122.4217)"
419-03260,-,0,Grey,SS,Y,Y,SFMTA,ON,0,326,FRANKLIN ST,5803000,Area 5,Civic Center,"(37.77778, -122.42138)"
686-07280,-,0,Grey,SS,N,N,SFMTA,ON,0,728,TURK ST,12724000,Area 2,Civic Center,"(37.78187, -122.42182)"
419-03310,-,0,Grey,SS,Y,Y,SFMTA,ON,0,331,FRANKLIN ST,5803000,Area 5,Civic Center,"(37.77791, -122.42159)"
419-04200,-,0,Grey,SS,Y,Y,SFMTA,ON,0,420,FRANKLIN ST,5804000,Area 5,Civic Center,"(37.77859, -122.42155)"
701-06250,-,0,Grey,SS,N,N,SFMTA,ON,0,625,VAN NESS AVE,13148101,Area 2,Civic Center,"(37.78172, -122.42074)"
605-00260,605-00200,4,Grey,MS,N,N,SFMTA,ON,0,26,PAGE ST,10169000,Area 3,Civic Center,"(37.77423, -122.42166)"
443-01250,-,0,Grey,SS,N,N,SFMTA,ON,0,125,GOUGH ST,6314000,Area 3,Civic Center,"(37.7748, -122.42264)"
443-01040,-,0,Grey,SS,N,N,SFMTA,ON,0,104,GOUGH ST,6313000,Area 3,Civic Center,"(37.77429, -122.42237)"
464-05150,-,0,Grey,SS,Y,Y,SFMTA,ON,0,515,HAYES ST,6817000,Area 5,Civic Center,"(37.77654, -122.42521)"
443-02240,-,0,Grey,SS,Y,Y,SFMTA,ON,0,224,GOUGH ST,6316000,Area 5,Civic Center,"(37.77561, -122.42264)"
590-01140,-,0,Grey,SS,Y,Y,SFMTA,ON,0,114,OAK ST,9751000,Area 5,Civic Center,"(37.77523, -122.42147)"
563-02300,-,0,Yellow,SS,N,N,SFMTA,ON,0,230,MCALLISTER ST,8892000,Area 2,Civic Center,"(37.78063, -122.41654)"
563-02320,-,0,Yellow,SS,N,N,SFMTA,ON,0,232,MCALLISTER ST,8892000,Area 2,Civic Center,"(37.78062, -122.41661)"
563-04280,-,0,Yellow,SS,Y,Y,SFMTA,ON,0,428,MCALLISTER ST,8894000,Area 5,Civic Center,"(37.78022, -122.41981)"
411-00360,-,0,Yellow,SS,N,N,SFMTA,ON,0,36,FELL ST,5439000,Area 2,Civic Center,"(37.77648, -122.41916)"
419-05140,419-05002,14,Grey,MS,Y,Y,SFMTA,ON,0,514,FRANKLIN ST,5805000,Area 5,Civic Center,"(37.7796, -122.42175)"
446-00400,446-00002,40,Grey,MS,Y,Y,SFMTA,ON,0,40,GROVE ST,6552000,Area 5,Civic Center,"(37.77875, -122.41636)"
446-00560,446-00004,56,Grey,MS,Y,Y,SFMTA,ON,0,56,GROVE ST,6553000,Area 5,Civic Center,"(37.77873, -122.41708)"
411-03160,-,0,Grey,SS,N,N,SFMTA,ON,0,316,FELL ST,5442000,Area 3,Civic Center,"(37.77593, -122.42348)"
446-00640,446-00004,64,Grey,MS,Y,Y,SFMTA,ON,0,64,GROVE ST,6553000,Area 5,Civic Center,"(37.77871, -122.41724)"
563-03010,563-03001,1,Grey,MS,Y,Y,SFMTA,ON,0,301,MCALLISTER ST,8893000,Area 5,Civic Center,"(37.78035, -122.41717)"
443-08080,443-08002,8,Green,MS,Y,N,SFMTA,ON,0,808,GOUGH ST,6325000,Area 5,Civic Center,"(37.78087, -122.4237)"
419-08080,-,0,Grey,SS,N,N,SFMTA,ON,0,808,FRANKLIN ST,5810000,Area 2,Civic Center,"(37.78204, -122.42225)"
442-06010,-,0,Grey,SS,Y,Y,SFMTA,ON,0,601,GOLDEN GATE AVE,6266000,Area 5,Civic Center,"(37.78093, -122.42066)"
544-02200,-,0,Grey,SS,N,N,SFMTA,ON,0,220,LARCH ST,8118000,Area 2,Civic Center,"(37.78235, -122.42154)"
544-02260,-,0,Grey,SS,N,N,SFMTA,ON,0,226,LARCH ST,8118000,Area 2,Civic Center,"(37.78233, -122.42174)"
419-02060,-,0,Grey,SS,Y,Y,SFMTA,ON,0,206,FRANKLIN ST,5800000,Area 5,Civic Center,"(37.77645, -122.42112)"
419-02290,-,0,Grey,SS,Y,Y,SFMTA,ON,0,229,FRANKLIN ST,5801000,Area 5,Civic Center,"(37.77697, -122.4214)"
563-05300,-,0,Grey,SS,Y,Y,SFMTA,ON,0,530,MCALLISTER ST,8895000,Area 5,Civic Center,"(37.78002, -122.42138)"
419-04130,-,0,Grey,SS,Y,Y,SFMTA,ON,0,413,FRANKLIN ST,5804000,Area 5,Civic Center,"(37.77845, -122.4217)"
419-04210,-,0,Grey,SS,Y,Y,SFMTA,ON,0,421,FRANKLIN ST,5804000,Area 5,Civic Center,"(37.77861, -122.42173)"
446-00530,446-00003,53,Grey,MS,Y,Y,SFMTA,ON,0,53,GROVE ST,6553000,Area 5,Civic Center,"(37.77856, -122.41693)"
443-08150,443-08001,15,Grey,MS,Y,N,SFMTA,ON,0,815,GOUGH ST,6325000,Area 5,Civic Center,"(37.78105, -122.42391)"
443-08180,443-08004,18,Grey,MS,Y,N,SFMTA,ON,0,818,GOUGH ST,6326000,Area 5,Civic Center,"(37.78117, -122.42376)"
443-09260,443-09004,26,Grey,MS,Y,N,SFMTA,ON,0,926,GOUGH ST,6327000,Area 5,Civic Center,"(37.78233, -122.42399)"
400-09270,-,0,Grey,SS,N,N,SFMTA,ON,0,927,EDDY ST,5067000,Area 3,Civic Center,"(37.78251, -122.42344)"
686-08370,-,0,Grey,SS,N,N,SFMTA,ON,0,837,TURK ST,12725000,Area 3,Civic Center,"(37.78151, -122.42367)"
442-05160,-,0,Grey,SS,N,N,SFMTA,ON,0,516,GOLDEN GATE AVE,6265000,Area 2,Civic Center,"(37.78124, -122.41932)"
442-05270,-,0,Grey,SS,N,N,SFMTA,ON,0,527,GOLDEN GATE AVE,6265000,Area 2,Civic Center,"(37.78107, -122.4196)"
442-05400,-,0,Grey,SS,N,N,SFMTA,ON,0,540,GOLDEN GATE AVE,6265000,Area 2,Civic Center,"(37.78114, -122.42008)"
446-03010,-,0,Green,SS,N,N,SFMTA,ON,0,301,GROVE ST,6556000,Area 3,Civic Center,"(37.77794, -122.42166)"
419-07230,-,0,Grey,SS,N,N,SFMTA,ON,0,723,FRANKLIN ST,5809000,Area 2,Civic Center,"(37.78146, -122.42231)"
419-07250,-,0,Grey,SS,N,N,SFMTA,ON,0,725,FRANKLIN ST,5809000,Area 2,Civic Center,"(37.78152, -122.42232)"
419-08150,-,0,Grey,SS,N,N,SFMTA,ON,0,815,FRANKLIN ST,5810000,Area 2,Civic Center,"(37.78218, -122.42245)"
419-08390,-,0,Grey,SS,N,N,SFMTA,ON,0,839,FRANKLIN ST,5811000,Area 2,Civic Center,"(37.78256, -122.42253)"
442-06260,-,0,Green,SS,Y,Y,SFMTA,ON,0,626,GOLDEN GATE AVE,6266000,Area 5,Civic Center,"(37.78098, -122.4214)"
563-05420,-,0,Grey,SS,Y,Y,SFMTA,ON,0,542,MCALLISTER ST,8895000,Area 5,Civic Center,"(37.77997, -122.42177)"
701-00270,701-00001,27,Grey,MS,Y,Y,SFMTA,ON,0,27,VAN NESS AVE,13143103,Area 5,Civic Center,"(37.77612, -122.41961)"
563-03250,563-03003,25,Grey,MS,Y,Y,SFMTA,ON,0,325,MCALLISTER ST,8893000,Area 5,Civic Center,"(37.78028, -122.41767)"
446-02250,-,0,Green,SS,N,N,SFMTA,ON,0,225,GROVE ST,6555000,Area 2,Civic Center,"(37.77801, -122.42099)"
542-00190,-,0,Grey,SS,Y,Y,SFMTA,ON,0,19,LARKIN ST,8120000,Area 5,Civic Center,"(37.77839, -122.41661)"
423-01320,-,0,Black,SS,N,N,SFMTA,ON,0,132,FULTON ST,5881000,MC5,Civic Center,"(37.77986, -122.41567)"
442-04031,442-04030,1,Black,MS,N,N,SFMTA,ON,0,403,GOLDEN GATE AVE,6264000,MC5,Civic Center,"(37.78135, -122.41737)"
686-07100,-,0,Green,SS,N,N,SFMTA,ON,0,710,TURK ST,12724000,Area 2,Civic Center,"(37.78195, -122.42121)"
442-07260,-,0,Grey,SS,Y,Y,SFMTA,ON,0,726,GOLDEN GATE AVE,6267000,Area 5,Civic Center,"(37.78078, -122.42297)"
419-05220,419-05002,22,Grey,MS,Y,Y,SFMTA,ON,0,522,FRANKLIN ST,5805000,Area 5,Civic Center,"(37.77978, -122.42179)"
472-01270,-,0,Grey,SS,N,N,SFMTA,ON,0,127,HYDE ST,7115000,Area 2,Civic Center,"(37.78232, -122.41572)"
472-02270,-,0,Grey,SS,N,N,SFMTA,ON,0,227,HYDE ST,7116000,Area 2,Civic Center,"(37.78328, -122.41591)"
686-06360,-,0,Grey,SS,N,N,SFMTA,ON,0,636,TURK ST,12723000,Area 2,Civic Center,"(37.78208, -122.4202)"
400-09230,-,0,Grey,SS,N,N,SFMTA,ON,0,923,EDDY ST,5067000,Area 3,Civic Center,"(37.78253, -122.4233)"
446-00610,446-00003,61,Grey,MS,Y,Y,SFMTA,ON,0,61,GROVE ST,6553000,Area 5,Civic Center,"(37.77851, -122.41725)"
446-00730,446-00005,73,Grey,MS,Y,Y,SFMTA,ON,0,73,GROVE ST,6553000,Area 5,Civic Center,"(37.77846, -122.4177)"
542-02110,-,0,Grey,SS,Y,Y,SFMTA,ON,0,211,LARKIN ST,8122000,Area 5,Civic Center,"(37.77997, -122.41699)"
542-02170,-,0,Grey,SS,Y,Y,SFMTA,ON,0,217,LARKIN ST,8122000,Area 5,Civic Center,"(37.78007, -122.41701)"
686-06110,-,0,Grey,SS,N,N,SFMTA,ON,0,611,TURK ST,12723000,Area 2,Civic Center,"(37.78205, -122.41949)"
686-06280,-,0,Grey,SS,N,N,SFMTA,ON,0,628,TURK ST,12723000,Area 2,Civic Center,"(37.78212, -122.41986)"
400-08010,-,0,Grey,SS,N,N,SFMTA,ON,0,801,EDDY ST,5066000,Area 2,Civic Center,"(37.78281, -122.42106)"
446-00920,446-00008,92,Grey,MS,Y,Y,SFMTA,ON,0,92,GROVE ST,6553000,Area 5,Civic Center,"(37.77864, -122.41785)"
542-01150,542-01003,15,Grey,MS,Y,Y,SFMTA,ON,0,115,LARKIN ST,8121000,Area 5,Civic Center,"(37.77909, -122.41681)"
563-03190,563-03003,19,Grey,MS,Y,Y,SFMTA,ON,0,319,MCALLISTER ST,8893000,Area 5,Civic Center,"(37.7803, -122.41755)"
442-04170,-,0,Green,SS,N,N,SFMTA,ON,0,417,GOLDEN GATE AVE,6264000,Area 2,Civic Center,"(37.78132, -122.41762)"
423-01530,-,0,Grey,SS,N,N,SFMTA,ON,0,153,FULTON ST,5881000,Area 2,Civic Center,"(37.77952, -122.41616)"
423-01620,-,0,Grey,SS,N,N,SFMTA,ON,0,162,FULTON ST,5881000,Area 2,Civic Center,"(37.77978, -122.41634)"
423-01710,-,0,Grey,SS,N,N,SFMTA,ON,0,171,FULTON ST,5881000,Area 2,Civic Center,"(37.77949, -122.41643)"
686-06030,-,0,Grey,SS,N,N,SFMTA,ON,0,603,TURK ST,12723000,Area 2,Civic Center,"(37.78208, -122.41922)"
686-06190,-,0,Grey,SS,N,N,SFMTA,ON,0,619,TURK ST,12723000,Area 2,Civic Center,"(37.78201, -122.41978)"
686-06310,-,0,Yellow,SS,N,N,SFMTA,ON,0,631,TURK ST,12723000,Area 2,Civic Center,"(37.78197, -122.42005)"
701-01170,701-01003,17,Grey,MS,Y,Y,SFMTA,ON,0,117,VAN NESS AVE,13144101,Area 5,Civic Center,"(37.77694, -122.41978)"
442-07440,-,0,Grey,SS,Y,Y,SFMTA,ON,0,744,GOLDEN GATE AVE,6267000,Area 5,Civic Center,"(37.78071, -122.42351)"
563-03050,563-03001,5,Grey,MS,Y,Y,SFMTA,ON,0,305,MCALLISTER ST,8893000,Area 5,Civic Center,"(37.78034, -122.41727)"
411-02370,-,0,Grey,SS,N,N,SFMTA,ON,0,237,FELL ST,5441000,Area 3,Civic Center,"(37.77592, -122.42245)"
443-03040,-,0,Grey,SS,Y,Y,SFMTA,ON,0,304,GOUGH ST,6317000,Area 5,Civic Center,"(37.77612, -122.42274)"
443-03280,-,0,Grey,SS,Y,Y,SFMTA,ON,0,328,GOUGH ST,6318000,Area 5,Civic Center,"(37.77668, -122.42285)"
464-03080,-,0,Grey,SS,Y,Y,SFMTA,ON,0,308,HAYES ST,6815000,Area 5,Civic Center,"(37.7771, -122.42175)"
464-03180,-,0,Grey,SS,Y,Y,SFMTA,ON,0,318,HAYES ST,6815000,Area 5,Civic Center,"(37.77706, -122.4221)"
464-04240,-,0,Grey,SS,Y,Y,SFMTA,ON,0,424,HAYES ST,6816000,Area 5,Civic Center,"(37.77682, -122.42399)"
400-07320,-,0,Yellow,SS,N,N,SFMTA,ON,0,732,EDDY ST,5065000,Area 2,Civic Center,"(37.78302, -122.42029)"
590-00140,590-00002,14,Grey,MS,Y,Y,SFMTA,ON,0,14,OAK ST,9750000,Area 5,Civic Center,"(37.77543, -122.41988)"
563-03600,563-03006,60,Green,MS,Y,Y,SFMTA,ON,0,360,MCALLISTER ST,8893000,Area 5,Civic Center,"(37.7804, -122.41841)"
400-05070,-,0,Grey,SS,N,N,SFMTA,ON,0,507,EDDY ST,5063000,Area 2,Civic Center,"(37.78342, -122.41617)"
701-05170,701-05003,17,Grey,MS,Y,Y,SFMTA,ON,0,517,VAN NESS AVE,13147101,Area 5,Civic Center,"(37.78058, -122.42051)"
590-00080,590-00002,8,Grey,MS,Y,Y,SFMTA,ON,0,8,OAK ST,9750000,Area 5,Civic Center,"(37.77545, -122.41975)"
590-00360,590-00006,36,Grey,MS,Y,Y,SFMTA,ON,0,36,OAK ST,9750000,Area 5,Civic Center,"(37.77538, -122.42033)"
419-04080,-,0,Grey,SS,Y,Y,SFMTA,ON,0,408,FRANKLIN ST,5804000,Area 5,Civic Center,"(37.77836, -122.4215)"
701-06240,-,0,Grey,SS,N,N,SFMTA,ON,0,624,VAN NESS AVE,13148202,Area 2,Civic Center,"(37.78172, -122.42042)"
400-05240,-,0,Grey,SS,N,N,SFMTA,ON,0,524,EDDY ST,5063000,Area 2,Civic Center,"(37.78346, -122.41678)"
400-06130,-,0,Grey,SS,N,N,SFMTA,ON,0,613,EDDY ST,5064000,Area 2,Civic Center,"(37.78319, -122.41803)"
400-06330,-,0,Grey,SS,N,N,SFMTA,ON,0,633,EDDY ST,5064000,Area 2,Civic Center,"(37.78312, -122.4186)"
467-00170,467-00003,17,Grey,MS,Y,Y,SFMTA,ON,0,17,HICKORY ST,6898000,Area 5,Civic Center,"(37.77577, -122.42028)"
605-00300,-,0,Grey,SS,N,N,SFMTA,ON,0,30,PAGE ST,10169000,Area 3,Civic Center,"(37.77421, -122.42181)"
411-03190,-,0,Grey,SS,N,N,SFMTA,ON,0,319,FELL ST,5442000,Area 3,Civic Center,"(37.77578, -122.42357)"
443-09130,443-09003,13,Grey,MS,Y,N,SFMTA,ON,0,913,GOUGH ST,6327000,Area 5,Civic Center,"(37.78198, -122.42409)"
701-04070,701-04001,7,Grey,MS,Y,Y,SFMTA,ON,0,407,VAN NESS AVE,13146101,Area 5,Civic Center,"(37.77933, -122.42026)"
701-07030,-,0,Grey,SS,N,N,SFMTA,ON,0,703,VAN NESS AVE,13149101,Area 2,Civic Center,"(37.78213, -122.42083)"
701-07220,-,0,Grey,SS,N,N,SFMTA,ON,0,722,VAN NESS AVE,13149201,Area 2,Civic Center,"(37.78263, -122.4206)"
464-00190,-,0,Grey,SS,Y,Y,SFMTA,ON,0,19,HAYES ST,6812000,Area 5,Civic Center,"(37.77755, -122.41725)"
464-01140,-,0,Grey,SS,Y,Y,SFMTA,ON,0,114,HAYES ST,6813000,Area 5,Civic Center,"(37.7775, -122.41865)"
464-01150,-,0,Grey,SS,Y,Y,SFMTA,ON,0,115,HAYES ST,6813000,Area 5,Civic Center,"(37.77738, -122.41863)"
464-01260,-,0,Grey,SS,Y,Y,SFMTA,ON,0,126,HAYES ST,6813000,Area 5,Civic Center,"(37.77746, -122.41897)"
411-03060,-,0,Grey,SS,N,N,SFMTA,ON,0,306,FELL ST,5442000,Area 3,Civic Center,"(37.77598, -122.42312)"
411-03170,-,0,Grey,SS,N,N,SFMTA,ON,0,317,FELL ST,5442000,Area 3,Civic Center,"(37.77579, -122.4235)"
443-08240,443-08004,24,Grey,MS,Y,N,SFMTA,ON,0,824,GOUGH ST,6326000,Area 5,Civic Center,"(37.78133, -122.42379)"
686-08390,-,0,Grey,SS,N,N,SFMTA,ON,0,839,TURK ST,12725000,Area 3,Civic Center,"(37.78151, -122.42373)"
701-05150,701-05003,15,Grey,MS,Y,Y,SFMTA,ON,0,515,VAN NESS AVE,13147101,Area 5,Civic Center,"(37.78052, -122.4205)"
